job title,company name,location,time,Requirments
,,,,
Data Analyst,Hands of Hope Physical Therapy & Wellness -,"Maadi, Cairo, Egypt",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau
ERPNext Specialist/Data Analyst,Confidential -,"Alexandria, Egypt",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau
Data Analyst,Nugttah -,"Cairo, Egypt",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau
Data Analyst (On-Site),Union Coop -,"Dokki, Giza, Egypt",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau
Data Analyst,Natcom -,"Cairo, Egypt",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau
Fleet Data Analyst,Seoudi Supermarket -,"Giza, Egypt",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau
Senior Market Research & Data Analyst,Onecard -,"Nasr City, Cairo, Egypt",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau
Big Data Business Analyst (KSA),Ejada  -,"Riyadh, Saudi Arabia",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau
Data Analyst,ITCan -,"New Cairo, Cairo, Egypt",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau
Senior Business Strategy Analyst,Guardian towing -,"Cairo, Egypt",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau
Hr Planning Specialist (Data Analyst),Andalusia Group -,"Maadi, Cairo, Egypt",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau
Senior MIS Risk Analyst,Al Ahly capital holding - Al Ahly Tamkeen -,"Zamalek, Cairo, Egypt",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau
Tariff Analyst,Tripathon -,"Nasr City, Cairo, Egypt",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau
Data Analyst,JoviTronix  -,"Sheikh Zayed, Giza, Egypt",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau
Power BI Analyst,Dynamicslink -,"Nasr City, Cairo, Egypt",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Analysis · Analyst · Data · Data Analysis · Data Analyst · Information Technology (IT) · Tableau
Quality Assurance Analyst,Globaction -,"6th of October, Giza, Egypt",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · R&D/Science · Quality · Analyst/Research · quality · Quality Control · Data · Six Sigma · Data Analysis · ISO 9001 · Black Belt
Mis Senior analyst,Majorel Egypt -,"Katameya, Cairo, Egypt",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · R&D/Science · Quality · Analyst/Research · quality · Quality Control · Data · Six Sigma · Data Analysis · ISO 9001 · Black Belt
Commercial Data Management Specialist,Hikma Pharmaceuticals -,"6th of October, Giza, Egypt",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · R&D/Science · Quality · Analyst/Research · quality · Quality Control · Data · Six Sigma · Data Analysis · ISO 9001 · Black Belt
Data Analyst,Cleopatra Cement -,"Minya, Egypt",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · R&D/Science · Quality · Analyst/Research · quality · Quality Control · Data · Six Sigma · Data Analysis · ISO 9001 · Black Belt
Business Analyst,Refilex -,"Dokki, Giza, Egypt",Freelance / Project,Full TimeExperienced · 2 - 10 Yrs of Exp · R&D/Science · Quality · Analyst/Research · quality · Quality Control · Data · Six Sigma · Data Analysis · ISO 9001 · Black Belt
BI Analyst,Confidential -,"6th of October, Giza, Egypt",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · R&D/Science · Quality · Analyst/Research · quality · Quality Control · Data · Six Sigma · Data Analysis · ISO 9001 · Black Belt
Senior Financial Analyst,Evergrow for Speciality Fertilizers -,"Smart Village, Giza, Egypt",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · R&D/Science · Quality · Analyst/Research · quality · Quality Control · Data · Six Sigma · Data Analysis · ISO 9001 · Black Belt
Senior Financial Analyst,Cairo Three A  Poultry -,"Cairo, Egypt",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · R&D/Science · Quality · Analyst/Research · quality · Quality Control · Data · Six Sigma · Data Analysis · ISO 9001 · Black Belt
Business Analyst,SSC Egypt -,"Nasr City, Cairo, Egypt",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · R&D/Science · Quality · Analyst/Research · quality · Quality Control · Data · Six Sigma · Data Analysis · ISO 9001 · Black Belt
Financial Analyst,GEMS Education -,"New Cairo, Cairo, Egypt",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · R&D/Science · Quality · Analyst/Research · quality · Quality Control · Data · Six Sigma · Data Analysis · ISO 9001 · Black Belt
Senior System analyst,Masary -,"Maadi, Cairo, Egypt",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · R&D/Science · Quality · Analyst/Research · quality · Quality Control · Data · Six Sigma · Data Analysis · ISO 9001 · Black Belt
Software Analyst,Zewail City -,"6th of October, Giza, Egypt",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · R&D/Science · Quality · Analyst/Research · quality · Quality Control · Data · Six Sigma · Data Analysis · ISO 9001 · Black Belt
Market Research Analyst,Confidential -,"Nasr City, Cairo, Egypt",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · R&D/Science · Quality · Analyst/Research · quality · Quality Control · Data · Six Sigma · Data Analysis · ISO 9001 · Black Belt
Business Development Analyst,Cilantro -,"Maadi, Cairo, Egypt",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · R&D/Science · Quality · Analyst/Research · quality · Quality Control · Data · Six Sigma · Data Analysis · ISO 9001 · Black Belt
Financial Analyst,Cairoscan -,"Mohandessin, Giza, Egypt",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · R&D/Science · Quality · Analyst/Research · quality · Quality Control · Data · Six Sigma · Data Analysis · ISO 9001 · Black Belt
Process Associate/ Developer – Reporting Analyst (MIS),Genpact -,"Cairo, Egypt",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Analyst/Research · analytical · Reporting
Financial Analyst,rowaad -,"Cairo, Egypt",Work From Home,Full TimeExperienced · 2 - 4 Yrs of Exp · Analyst/Research · analytical · Reporting
Senior Financial reporting Analyst,Argaam -,"Mohandessin, Giza, Egypt",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Analyst/Research · analytical · Reporting
Flow Cytometry Analyst - Medical,siParadigm Egypt -,"Sheraton, Cairo, Egypt",Full TimeWork From Home,Full TimeExperienced · 2 - 4 Yrs of Exp · Analyst/Research · analytical · Reporting
Product Owner/Business Analyst,Nahdet Misr Publishing Group -,"Mohandessin, Giza, Egypt",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Analyst/Research · analytical · Reporting
Cash Flow Analyst,Elite Education Group -,"New Cairo, Cairo, Egypt",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Analyst/Research · analytical · Reporting
Financial Analyst,Elite Education Group -,"New Cairo, Cairo, Egypt",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Analyst/Research · analytical · Reporting
Business Analyst,Youxel -,"Cairo, Egypt",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Analyst/Research · analytical · Reporting
Market Research Analyst,Dealtio -,"Nasr City, Cairo, Egypt",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Analyst/Research · analytical · Reporting
Ads Sales Quality and Training Analyst –Senior Process Associate,Genpact -,"Cairo, Egypt",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Analyst/Research · analytical · Reporting
Quality Assurance Analyst,Fawry for Banking Technology and Electronic Payments S.A.E -,"Smart Village, Giza, Egypt",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Analyst/Research · analytical · Reporting
Senior Investment Banking Analyst,Talaat Moustafa Group -,"Dokki, Giza, Egypt",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Analyst/Research · analytical · Reporting
Credit analyst,EL-Mobadara -,"Giza, Egypt",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Analyst/Research · analytical · Reporting
Ads Sales Quality and Training Analyst –Management Trainee,Genpact -,"Cairo, Egypt",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Analyst/Research · analytical · Reporting
Business Analyst ( Multinational Logistics company),Pillars -,"Cairo, Egypt",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Analyst/Research · analytical · Reporting
Data Analyst,Carina Wear -,"New Cairo, Cairo, Egypt",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Human Resources · Analyst/Research · Data Analysis · Microsoft Power BI · business · Analysis · Fashion Retail · Computer Science · Microsoft Office · Big Data Analytics
Financial Analyst,Confidential -,"Cairo, Egypt",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Human Resources · Analyst/Research · Data Analysis · Microsoft Power BI · business · Analysis · Fashion Retail · Computer Science · Microsoft Office · Big Data Analytics
Market Research Analyst (Banking Sector),Argaam -,"Mohandessin, Giza, Egypt",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Human Resources · Analyst/Research · Data Analysis · Microsoft Power BI · business · Analysis · Fashion Retail · Computer Science · Microsoft Office · Big Data Analytics
IT Analyst,Air Arabia -,"Cairo, Egypt",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Human Resources · Analyst/Research · Data Analysis · Microsoft Power BI · business · Analysis · Fashion Retail · Computer Science · Microsoft Office · Big Data Analytics
Cost Senior Analyst,Kandil Industries -,"10th of Ramadan City, Cairo, Egypt",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Human Resources · Analyst/Research · Data Analysis · Microsoft Power BI · business · Analysis · Fashion Retail · Computer Science · Microsoft Office · Big Data Analytics
Data Analyst,Othaim -,"Katameya, Cairo, Egypt",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Human Resources · Analyst/Research · Data Analysis · Microsoft Power BI · business · Analysis · Fashion Retail · Computer Science · Microsoft Office · Big Data Analytics
Sales Operations Analyst,Confidential -,"6th of October, Giza, Egypt",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Human Resources · Analyst/Research · Data Analysis · Microsoft Power BI · business · Analysis · Fashion Retail · Computer Science · Microsoft Office · Big Data Analytics
Master Data Analytics and Insights Senior Officer,Ghabbour Auto -,"6th of October, Giza, Egypt",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Human Resources · Analyst/Research · Data Analysis · Microsoft Power BI · business · Analysis · Fashion Retail · Computer Science · Microsoft Office · Big Data Analytics
Supply Chain Analyst,Tie House -,"New Cairo, Cairo, Egypt",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Human Resources · Analyst/Research · Data Analysis · Microsoft Power BI · business · Analysis · Fashion Retail · Computer Science · Microsoft Office · Big Data Analytics
Senior Business / Data Analyst,Confidential -,"Riyadh, Saudi Arabia",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Human Resources · Analyst/Research · Data Analysis · Microsoft Power BI · business · Analysis · Fashion Retail · Computer Science · Microsoft Office · Big Data Analytics
Information Security Analyst,Confidential -,"New Cairo, Cairo, Egypt",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Human Resources · Analyst/Research · Data Analysis · Microsoft Power BI · business · Analysis · Fashion Retail · Computer Science · Microsoft Office · Big Data Analytics
GIS application analyst,Perfect Presentation -,"6th of October, Giza, Egypt",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Human Resources · Analyst/Research · Data Analysis · Microsoft Power BI · business · Analysis · Fashion Retail · Computer Science · Microsoft Office · Big Data Analytics
Business Analyst,Keys Group Services -,"Nasr City, Cairo, Egypt",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Human Resources · Analyst/Research · Data Analysis · Microsoft Power BI · business · Analysis · Fashion Retail · Computer Science · Microsoft Office · Big Data Analytics
